X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N
-122.319517871,47.5449934900001,2122,6420 FLORA AVE S,6004,6767361,,Permit Finaled,Construction Permit,1,0,1,0,252686,ADU,"Accessory Dwelling, Attached","Construct alterations for accessory dwelling unit (AADU) in single family residence, and construct detached dwelling unit (DADU), per plan.",2020/05/27 00:00:00+00,2020/10/29 00:00:00+00,2020,2021/05/17 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.2,Georgetown,Greater Duwamish,2,10900.1003,10900.1,530330109001003,ACC,1273386.94,202341.47,183238,DV1174133,6767361-CN,#001a73,-122.31953246,47.5449993,2022/04/29 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330109002104,10900.2104,10900.2,4,2020_4,2,2021_2,Y
-122.355575293,47.6762975190001,2130,6507 GREENWOOD AVE N,4991,6512310,,Permit Finaled,Construction Permit,1,0,1,0,3000,ADU,"Accessory Dwelling, Attached","Alterations to create accessory dwelling unit (ADU) in lower level of existing single family residence, per plan.",2016/02/01 00:00:00+00,2016/04/08 00:00:00+00,2016,2017/10/02 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,3500.1009,3500.1,530330035001009,ACC,1265430.637,250401.305,68377,DV0087003,6512310-CN,#001a73,-122.35558992,47.67630334,2017/10/08 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330035001010,3500.1010,3500.1,2,2016_2,4,2017_4,N
-122.263823546,47.5439603080001,2131,6508 SEWARD PARK AVE S,8979,6103391,,Permit Finaled,Construction Permit,1,0,1,0,245022,ADU,"Accessory Dwelling, Attached",Construct 2nd story addition and alterations and establish ADU in existing single family dwelling per plan,2006/10/04 00:00:00+00,2007/05/14 00:00:00+00,2007,2008/11/12 00:00:00+00,2008,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.1007,11102.1,530330111021007,ACC,1287132.65,201704.02,185417,DV0069433,6103391-CN,#001a73,-122.26383813,47.54396613,2008/11/14 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330111021008,11102.1008,11102.1,2,2007_2,4,2008_4,N
-122.398751937,47.676239728,2133,6511 32ND AVE NW,6739,6819119,,Permit Finaled,Construction Permit,1,0,1,0,154560,ADU,"Accessory Dwelling, Attached","Convert duplex into single family residence with attached accessory dwelling unit (AADU) and construct new detached accessory dwelling unit (DADU), per plan.",2021/05/24 00:00:00+00,2021/10/20 00:00:00+00,2021,2022/05/03 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,Ballard,6,3200.7017,3200.7,530330032007017,ACC,1254795.607,250593.599,64012,DV1106644,6819119-CN,#001a73,-122.39876657,47.67624554,2023/04/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330032023007,3202.3007,3202.3,4,2021_4,2,2022_2,N
-122.274573088,47.676183172,2135,6511 50TH AVE NE,7690,6235156,,Permit Finaled,Construction Permit,1,0,1,0,5500,ADU,"Accessory Dwelling, Attached","Alterations to lower level of single family residence to create an accessory dwelling unit, per plans.",2009/12/16 00:00:00+00,2010/02/05 00:00:00+00,2010,2010/04/15 00:00:00+00,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,4,3900.2008,3900.2,530330039002008,ACC,1285381.378,249975.404,105533,DV0025172,6235156-CN,#001a73,-122.2745877,47.676189,2011/08/05 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330039002007,3900.2007,3900.2,1,2010_1,2,2010_2,N
-122.40365619,47.6765853000001,2142,6521 36TH AVE NW,6610,6685453,,Permit Finaled,Construction Permit,1,0,1,0,605616,ADU,"Accessory Dwelling, Attached","Establish use and construct single family dwelling with accessory dwelling unit (ADU) and attached garage, per plan.",2018/12/14 00:00:00+00,2019/05/30 00:00:00+00,2019,2020/05/04 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,Ballard,6,3200.6015,3200.6,530330032006015,ACC,1253590.246,250744.239,63981,DV1223774,6685453-CN,#001a73,-122.40367082,47.67659111,2020/11/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330032012004,3201.2004,3201.2,2,2019_2,2,2020_2,N
-122.361210342,47.67673799,2146,6524 4TH AVE NW,3749,6800695,,Permit Finaled,Construction Permit,1,0,1,0,129661,ADU,"Accessory Dwelling, Attached","Construct interior alterations to a single-family residence to create an attached accessory dwelling unit (AADU) in the basement, per plan",2020/10/16 00:00:00+00,2021/03/23 00:00:00+00,2021,2021/12/20 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,3400.2014,3400.2,530330034002014,ACC,1264045.882,250589.451,68273,DV0081207,6800695-CN,#001a73,-122.36122497,47.67674381,2022/09/23 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330034002014,3400.2014,3400.2,1,2021_1,4,2021_4,N
-122.379145188,47.6768850940001,2148,6529 17TH AVE NW,5100,6719013,,Permit Finaled,Construction Permit,1,0,1,0,400000,ADU,"Accessory Dwelling, Attached","Construct additions and substantial alterations including new accessory dwelling unit (ADU) to existing single family residence, per plan.",2019/05/16 00:00:00+00,2019/10/24 00:00:00+00,2019,2021/06/02 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.5014,3300.5,530330033005014,ACC,1259629.556,250731.327,65999,DV1128980,6719013-CN,#001a73,-122.37915982,47.67689091,2022/10/24 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033011006,3301.1006,3301.1,4,2019_4,2,2021_2,N
-122.264869602,47.5399958530001,2157,6921 55TH AVE S,7476,6750501,,Permit Finaled,Construction Permit,1,0,1,0,667127,ADU,"Accessory Dwelling, Attached","Establish use as and construct single family residence with attached accessory dwelling unit (AADU), per plan.",2019/12/19 00:00:00+00,2020/04/23 00:00:00+00,2020,2022/03/30 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.1014,11102.1,530330111021014,ACC,1286847.44,200262.98,185687,DV1196237,6750501-CN,#001a73,-122.26488418,47.54000167,2023/04/23 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330111021017,11102.1017,11102.1,2,2020_2,1,2022_1,N
-122.264285923,47.5398832170001,2158,6924 55TH AVE S,11949,6780931,,Permit Finaled,Construction Permit,1,0,1,0,42000,ADU,"Accessory Dwelling, Attached","Alterations to create attached accessory dwelling unit [AADU] in single-family residence, per plan.",2020/05/14 00:00:00+00,2020/08/11 00:00:00+00,2020,2021/04/22 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.1006,11102.1,530330111021006,ACC,1286990.82,200219.22,185691,DV0037085,6780931-CN,#001a73,-122.2643005,47.53988904,2022/02/11 00:00:00+00,SF 9600,SF 9600,SF 9600,SF 9600,SF,,530330111021007,11102.1007,11102.1,3,2020_3,2,2021_2,N
-122.324796405,47.5257808490001,2161,724 S DONOVAN ST,9010,6771013,3036088,Permit Finaled,Construction Permit,1,0,1,0,270471,ADU,"Accessory Dwelling, Attached",Construct south duplex (Establish use as townhouse and construct (1) townhouse & (2) duplex structures.  Review & process (3) records under 6771013-CN),2020/03/13 00:00:00+00,2020/08/12 00:00:00+00,2020,2021/09/28 00:00:00+00,2021,128,South Park,Residential Urban Village,South Park,Residential Urban Villages,3.0999999,South Park,Greater Duwamish,1,11200.1023,11200.1,530330112001023,ACC,1271947.6983,195359.9087,752760,DV0342279,6771013-CN,#001a73,-122.32481099,47.52578666,2022/02/12 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,,530330112001005,11200.1005,11200.1,3,2020_3,3,2021_3,Y
-122.26717083,47.532397803,2163,7757 SEWARD PARK AVE S,15965,6607371,,Permit Finaled,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","Creating accessory dwelling unit at basement level of existing single family residence by adding kitchen, per plan",2019/04/30 00:00:00+00,2019/10/15 00:00:00+00,2019,2019/10/29 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,11102.4007,11102.4,530330111024007,ACC,1286227.5,197502.54,190381,DV0012887,6607371-CN,#001a73,-122.26718541,47.53240362,2021/04/15 00:00:00+00,SF 9600,SF 9600,SF 9600,SF 9600,SF,,530330111024006,11102.4006,11102.4,4,2019_4,4,2019_4,N
-122.310089003,47.6767739960001,2172,6533 17th AVE NE,4081,6761726,,Permit Finaled,Construction Permit,1,0,1,0,2200,ADU,"Accessory Dwelling, Attached","Alterations to establish Attached Accessory Dwelling Unit in basement of single family residence, per plans.",2020/02/20 00:00:00+00,2020/03/19 00:00:00+00,2020,2020/08/04 00:00:00+00,2020,202,Roosevelt,Residential Urban Village,Roosevelt,Residential Urban Villages,7.3000002,Ravenna/Bryant,Northeast,4,2600.3017,2600.3,530330026003017,ACC,1276637.577,250356.746,103153,DV0085560,6761726-CN,#001a73,-122.31010362,47.67677982,2021/09/19 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,,530330026003017,2600.3017,2600.3,1,2020_1,3,2020_3,N
-122.37039176,47.677117245,2177,6538 11TH AVE NW,5342,6712726,,Permit Finaled,Construction Permit,1,0,1,0,390243,ADU,"Accessory Dwelling, Attached","Construct additions to single family residence and convert existing dwelling to an accessory dwelling unit (ADU), per plans.",2019/02/22 00:00:00+00,2019/10/31 00:00:00+00,2019,2021/02/08 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.1014,3300.1,530330033001014,ACC,1261787.233,250772.801,67053,DV1175544,6712726-CN,#001a73,-122.37040639,47.67712306,2021/04/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021007,3302.1007,3302.1,4,2019_4,1,2021_1,Y
-122.330766063,47.677226854,2180,6542 WOODLAWN AVE N,4273,6103322,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",Alter lower level of SFR and establish use as Accessory dwelling unit per plan,2006/06/26 00:00:00+00,2006/06/30 00:00:00+00,2006,2007/12/04 00:00:00+00,2007,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,3600.4019,3600.4,530330036004019,ACC,1271547.911,250620.328,69940,DV0013779,6103322-CN,#001a73,-122.33078068,47.67723267,2007/12/30 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330036012003,3601.2003,3601.2,2,2006_2,4,2007_4,N
-122.356660606,47.6773634210001,2183,6549 PALATINE AVE N,4998,6184470,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",Establish ADU in basement of existing single family residence per plan to resolve violation #1016073,2008/08/26 00:00:00+00,2008/12/08 00:00:00+00,2008,2009/06/26 00:00:00+00,2009,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,3500.1008,3500.1,530330035001008,ACC,1265171.014,250795.324,68164,DV0074693,6184470-CN,#001a73,-122.35667523,47.67736924,2010/06/08 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330035001009,3500.1009,3500.1,4,2008_4,2,2009_2,N
-122.343189956,47.636230536,2192,656 HOWE ST,3022,6791898,,Permit Finaled,Construction Permit,1,0,1,0,45231,ADU,"Accessory Dwelling, Attached","Construct alterations to create an attached accessory dwelling unit (AADU) to an existing single family residence, per plan.",2021/04/16 00:00:00+00,2021/08/18 00:00:00+00,2021,2021/11/12 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6700.1016,6700.1,530330067001016,ACC,1268194.5,235728.95313,603921,DV0062896,6791898-CN,#001a73,-122.34320457,47.63623635,2023/02/18 00:00:00+00,C1-75 (M),C1-75 (M),C1-75 (M),C1,C,,530330067013006,6701.3006,6701.3,3,2021_3,4,2021_4,N
-122.302792458,47.5421992450001,2211,6715 MARS AVE S,8087,6164198,,Permit Finaled,Construction Permit,1,0,1,0,40000,ADU,"Accessory Dwelling, Attached",Establish use as an ADU to existing single family residence per plan.,2008/01/11 00:00:00+00,2008/01/22 00:00:00+00,2008,2008/05/20 00:00:00+00,2008,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.4000001,South Beacon Hill/NewHolly,Greater Duwamish,2,11002.1009,11002.1,530330110021009,ACC,1277497.5,201243.09375,604406,DV0013475,6164198-CN,#001a73,-122.30280704,47.54220506,2009/07/22 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330110021008,11002.1008,11002.1,1,2008_1,2,2008_2,N
-122.377568186,47.6782743160001,2213,6718 16TH AVE NW,5096,6811124,,Permit Finaled,Construction Permit,1,0,1,0,562695,ADU,"Accessory Dwelling, Attached","Establish use and Construct single-family residence with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU], per plan.",2020/12/03 00:00:00+00,2021/02/05 00:00:00+00,2021,2022/02/25 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.5000,3300.5,530330033005000,ACC,1260028.142,251230.167,65811,DV1179523,6811124-CN,#001a73,-122.37758281,47.67828013,2022/08/05 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033011000,3301.1000,3301.1,1,2021_1,1,2022_1,Y
-122.366839623,47.6784504140001,2218,6723 DIVISION AVE NW,5315,6103992,,Permit Finaled,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached",Established use of ADU in basement per plans.,2006/11/06 00:00:00+00,2006/11/06 00:00:00+00,2006,2007/04/04 00:00:00+00,2007,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.1002,3300.1,530330033001002,ACC,1262671.818,251241.543,66886,DV0004764,6103992-CN,#001a73,-122.36685425,47.67845623,2008/05/06 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021001,3302.1001,3302.1,4,2006_4,2,2007_2,N
-122.383471191,47.542132259,2220,6725 40TH AVE SW,5900,6672446,,Permit Finaled,Construction Permit,1,0,1,0,39253,ADU,"Accessory Dwelling, Attached","Construct alterations to convert basement to accessory dwelling unit (ADU), per plan.",2019/06/07 00:00:00+00,2019/08/20 00:00:00+00,2019,2021/01/22 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,Southwest,1,10600.3015,10600.3,530330106003015,ACC,1257574.03,201609.58,181600,DV0028387,6672446-CN,#001a73,-122.38348579,47.54213807,2021/02/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330106013012,10601.3012,10601.3,3,2019_3,1,2021_1,N
-122.391736219,47.5421461450001,2235,6737 46TH AVE SW,9780,6578774,,Permit Finaled,Construction Permit,1,0,1,0,505649,ADU,"Accessory Dwelling, Attached","Establish use as and construct new single-family residence with accessory dwelling unit, existing foundation to remain, per plan.",2017/09/10 00:00:00+00,2018/05/09 00:00:00+00,2018,2019/08/08 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,Southwest,1,10600.4012,10600.4,530330106004012,ACC,1255533.17,201655.87,180884,DV0028901,6578774-CN,#001a73,-122.39175082,47.54215195,2019/11/09 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330106021017,10602.1017,10602.1,2,2018_2,3,2019_3,N
-122.357672735,47.6792162950001,2237,6749 1ST AVE NW,4601,6775523,,Permit Finaled,Construction Permit,1,0,1,0,120000,ADU,"Accessory Dwelling, Attached","Convert basement to attached accessory dwelling unit (AADU), and construct 2nd-story addition & substantial alterations to existing single family residence, per plan.",2020/04/18 00:00:00+00,2020/07/15 00:00:00+00,2020,2020/12/31 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,3400.2000,3400.2,530330034002000,ACC,1264935.112,251475.994,67861,DV1106712,6775523-CN,#001a73,-122.35768736,47.67922211,2022/01/15 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330034002000,3400.2000,3400.2,3,2020_3,4,2020_4,N
-122.377583543,47.6792547910001,2238,6752 16TH AVE NW,5102,6103427,,Permit Finaled,Construction Permit,1,0,1,0,1,ADU,"Accessory Dwelling, Attached",Establish accessory dwelling unit to existing single family residence per plans.,2007/06/21 00:00:00+00,2008/09/08 00:00:00+00,2008,2009/03/16 00:00:00+00,2009,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.5000,3300.5,530330033005000,ACC,1260031.536,251587.815,65667,DV0069928,6103427-CN,#001a73,-122.37759817,47.67926061,2010/03/08 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330033011000,3301.1000,3301.1,3,2008_3,1,2009_1,N
-122.27834477,47.5412204150001,2245,6809 44TH AVE S,6850,6729780,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached","Construct alterations to existing single family residence to convert basement into accessory dwelling unit, per plan.",2020/04/14 00:00:00+00,2021/07/02 00:00:00+00,2021,2021/07/12 00:00:00+00,2021,123,Othello,Residential Urban Village,Othello,Residential Urban Villages,4.1999998,Columbia City,Southeast,2,11101.4024,11101.4,530330111014024,ACC,1283528.04,200771.78,185007,DV1148499,6729780-CN,#001a73,-122.27835935,47.54122623,2023/01/02 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,,530330111014026,11101.4026,11101.4,3,2021_3,3,2021_3,N
-122.275935921,47.6781868960001,2251,6817 49TH AVE NE,8682,6818875,,Permit Finaled,Construction Permit,1,0,1,0,200000,ADU,"Accessory Dwelling, Attached","Construct alterations to convert portion of unfinished basement to attached accessory dwelling unit [AADU] for single-family residence, per plan.",2021/02/04 00:00:00+00,2021/03/16 00:00:00+00,2021,2022/03/09 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,4,3900.2006,3900.2,530330039002006,ACC,1285059.397,250712.456,105336,DV0028772,6818875-CN,#001a73,-122.27595053,47.67819272,2022/09/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330039002005,3900.2005,3900.2,1,2021_1,1,2022_1,N
-122.300363066,47.6782852960001,2254,6820 25TH AVE NE,4594,6805409,,Permit Finaled,Construction Permit,1,0,1,0,584840,ADU,"Accessory Dwelling, Attached",Construct new single family residence with attached accessory dwelling unit (AADU) and detached accessory dwelling unit (DADU) per plan.,2020/11/12 00:00:00+00,2021/04/08 00:00:00+00,2021,2022/03/29 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,3800.2012,3800.2,530330038002012,ACC,1279043.649,250862.093,103812,DV1168566,6805409-CN,#001a73,-122.30037768,47.67829112,2022/10/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330038002012,3800.2012,3800.2,2,2021_2,1,2022_1,Y
-122.311699498,47.6784434150001,2259,6826 15TH AVE NE,4592,6759316,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached","Construct alterations to basement to create attached accessory dwelling unit in existing single family residence, per plan.",2019/11/22 00:00:00+00,2019/12/17 00:00:00+00,2019,2020/01/02 00:00:00+00,2020,202,Roosevelt,Residential Urban Village,Roosevelt,Residential Urban Villages,7.3000002,Ravenna/Bryant,Northeast,4,2600.3004,2600.3,530330026003004,ACC,1276252.599,250973.198,102930,DV1121217,6759316-CN,#001a73,-122.31171412,47.67844924,2021/06/17 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,,530330026003004,2600.3004,2600.3,4,2019_4,1,2020_1,N
-122.282651128,47.6788415890001,2262,6843 43RD AVE NE,7833,6776361,,Permit Finaled,Construction Permit,1,0,1,0,30000,ADU,"Accessory Dwelling, Attached","Construct alterations to convert finished basement into an attached accessory dwelling unit (AADU) in existing single family residence, per plan.",2020/03/27 00:00:00+00,2020/04/08 00:00:00+00,2020,2020/09/14 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,4,3900.1018,3900.1,530330039001018,ACC,1283409.928,250982.304,104525,DV1214389,6776361-CN,#001a73,-122.28266574,47.67884741,2021/10/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330039001018,3900.1018,3900.1,2,2020_2,3,2020_3,N
-122.298806734,47.6789944700001,2264,6849 27TH AVE NE,5297,6627522,,Permit Finaled,Construction Permit,1,0,1,0,170000,ADU,"Accessory Dwelling, Attached","Construct addition and substantial alterations to existing single family residence and establish accessory dwelling unit, per plan.",2018/03/21 00:00:00+00,2018/06/18 00:00:00+00,2018,2019/03/06 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,3800.2011,3800.2,530330038002011,ACC,1279431.899,251113.424,103712,DV0041565,6627522-CN,#001a73,-122.29882135,47.67900029,2019/12/18 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330038002011,3800.2011,3800.2,2,2018_2,1,2019_1,N
-122.27083333,47.679708491,2281,7009 53RD AVE NE,6291,6791597,,Permit Finaled,Construction Permit,1,0,1,0,498670,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence, per plan.",2020/09/23 00:00:00+00,2021/02/08 00:00:00+00,2021,2022/03/09 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,Northeast,4,4000.2005,4000.2,530330040002005,ACC,1286326.542,251243.865,105187,DV0059796,6791597-CN,#001a73,-122.27084794,47.67971432,2022/08/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330040002005,4000.2005,4000.2,1,2021_1,1,2022_1,N
-122.308649436,47.608208044,2288,702 18TH AVE,4284,6774082,,Permit Finaled,Construction Permit,2,0,2,0,586682,ADU,"Accessory Dwelling, Attached","Establish use and construct single family residence with (2) attached accessory dwelling units, per plan.",2020/04/20 00:00:00+00,2020/11/16 00:00:00+00,2020,2022/05/19 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,8700.1011,8700.1,530330087001011,ACC,1276512.711,225344.045,140065,DV1158939,6774082-CN,#001a73,-122.30866404,47.60821386,2022/06/01 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330087001011,8700.1011,8700.1,4,2020_4,2,2022_2,N
-122.370181751,47.680679496,2301,7036 11TH AVE NW,4990,6746993,,Permit Finaled,Construction Permit,1,0,1,0,52212,ADU,"Accessory Dwelling, Attached","Construct alterations to Single Family Residence in the basement for an attached accessory dwelling unit (AADU), per plans",2019/09/25 00:00:00+00,2019/11/22 00:00:00+00,2019,2019/12/16 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3000.1022,3000.1,530330030001022,ACC,1261864.906,252070.897,66496,DV1128526,6746993-CN,#001a73,-122.37019638,47.68068531,2021/05/22 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330030001028,3000.1028,3000.1,4,2019_4,4,2019_4,N
-122.267832022,47.6808275590001,2310,7050 56TH AVE NE,10850,6749407,,Permit Finaled,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","Construct interior alterations for an attached accessory dwelling unit in basement of a  single-family residence, per plan",2019/10/29 00:00:00+00,2020/02/24 00:00:00+00,2020,2021/02/22 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.5,Laurelhurst/Sand Point,Northeast,4,4000.1020,4000.1,530330040001020,ACC,1287073.358,251638.197,70903,DV1210781,6749407-CN,#001a73,-122.26784663,47.68083338,2021/08/24 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330040001011,4000.1011,4000.1,1,2020_1,1,2021_1,N
-122.299940861,47.680903292,2313,7051 26TH AVE NE,6031,6796684,,Permit Finaled,Construction Permit,1,0,1,0,641335,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence, an attached accessory dwelling unit and a detached accessory dwelling unit, per plans",2020/09/18 00:00:00+00,2021/03/19 00:00:00+00,2021,2021/12/21 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,3800.2004,3800.2,530330038002004,ACC,1279165.836,251814.893,103496,DV1140159,6796684-CN,#001a73,-122.29995548,47.68090911,2022/09/19 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330038002004,3800.2004,3800.2,1,2021_1,4,2021_4,Y
-122.34960743,47.7007331450001,2321,708 N 98TH ST,5658,6804230,,Permit Finaled,Construction Permit,1,0,1,0,65000,ADU,"Accessory Dwelling, Attached","Construct alterations to add loft and convert basement to attached accessory dwelling unit [AADU], per plan.",2020/10/27 00:00:00+00,2021/01/08 00:00:00+00,2021,2021/08/27 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1999998,Licton Springs,Northwest,5,1300.3007,1300.3,530330013003007,ACC,1267076.16448,259283.84194,41695,DV1186923,6804230-CN,#001a73,-122.34962206,47.70073896,2022/07/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330013003008,1300.3008,1300.3,1,2021_1,3,2021_3,N
