X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N,INSPECTION_DATE,INSPECTION_TYPE
-122.352510219,47.702639833,4134,10114 DAYTON AVE N,6725,6811941,,Permit Issued,Construction Permit,1,0,1,0,45000,DADU,"Accessory Dwelling, Detached",Construct substantial alterations to existing detached garage to create a detached accessory dwelling unit (DADU) at single family residence per plan.,2021/02/09 00:00:00+00,2021/04/01 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,5,1701.3010,1701.3,530330017013010,ACC,1266375.2546,259993.2977,761243,DV1218390,6811941-CN,#ff5500,-122.35252485,47.70264565,2022/10/01 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330017013010,1701.3010,1701.3,2,2021_2,,,N,2022/04/21 00:00:00+00,Framing
-122.382478191,47.510722134,4149,10248 40TH AVE SW,6662,6782571,,Permit Issued,Construction Permit,1,0,1,0,110093,DADU,"Accessory Dwelling, Detached","Construct 2nd story addition & substantial alterations to existing accessory building to create detached accessory dwelling unit (DADU) for a single family residence, per plan.",2021/04/02 00:00:00+00,2021/09/23 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12000.2010,12000.2,530330120002010,ACC,1257588.6201,190149.6514,761871,DV0344459,6782571-CN,#ff5500,-122.38249278,47.51072794,2023/03/23 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330120002009,12000.2009,12000.2,3,2021_3,,,Y,2022/05/16 00:00:00+00,Insulation
-122.35788736,47.7011266540001,4153,103 N 100TH ST,8630,6850875,,Permit Issued,Construction Permit,1,0,1,0,44000,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plans.",2021/09/14 00:00:00+00,2022/04/27 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3000002,Greenwood/Phinney Ridge,Northwest,6,1702.1006,1702.1,530330017021006,ACC,1265040.5707,259467.6309,757693,DV1223863,6850875-CN,#ff5500,-122.35790199,47.70113247,2023/10/27 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330017021006,1702.1006,1702.1,2,2022_2,,,N,2022/05/05 00:00:00+00,Pre-Construction Conference
-122.340357823,47.7033690920001,4156,10300 INTERLAKE AVE N,5157,6812685,,Permit Issued,Construction Permit,1,0,1,0,317708,DADU,"Accessory Dwelling, Detached","Construct WEST single family residence with detached accessory dwelling unit (DADU), per plan (Establish use as and construct (2) single family residences with detached accessory dwelling units, review and process for 2 CN's under 6812685-CN)",2021/03/04 00:00:00+00,2021/12/27 00:00:00+00,2021,,,101,Aurora-Licton Springs,Residential Urban Village,Aurora-Licton Springs,Residential Urban Villages,9.1999998,Licton Springs,Northwest,5,1300.1007,1300.1,530330013001007,ACC,1269372.1601,260200.4266,756110,DV1099557,6812685-CN,#ff5500,-122.34037245,47.70337491,2023/06/27 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,,530330013001006,1300.1006,1300.1,4,2021_4,,,N,2022/06/02 00:00:00+00,Insulation
-122.340158636,47.7033736270001,4158,10302 INTERLAKE AVE N,5157,6826700,,Permit Issued,Construction Permit,1,0,1,0,317708,DADU,"Accessory Dwelling, Detached","Construct EAST single family residence with detached accessory dwelling unit (DADU), per plan (Establish use as and construct (2) single family residences with detached accessory dwelling units, review and process for 2 CN's under 6812685-CN)",2021/03/04 00:00:00+00,2021/12/27 00:00:00+00,2021,,,101,Aurora-Licton Springs,Residential Urban Village,Aurora-Licton Springs,Residential Urban Villages,9.1999998,Licton Springs,Northwest,5,1300.1007,1300.1,530330013001007,ACC,1269421.2277,260201.1201,42169,DV1099557,6826700-CN,#ff5500,-122.34017326,47.70337945,2023/06/27 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,6812685-CN,530330013001006,1300.1006,1300.1,4,2021_4,,,N,2022/06/02 00:00:00+00,Insulation
-122.335999801,47.7034331190001,4159,10303 WALLINGFORD AVE N,8610,6721362,,Permit Finaled,Construction Permit,1,0,1,0,123032,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU), per plan.",2019/11/13 00:00:00+00,2020/03/03 00:00:00+00,2020,2022/05/16 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1999998,Licton Springs,Northwest,5,1300.1009,1300.1,530330013001009,ACC,1270445.468,260202.795,42170,DV1101267,6721362-CN,#001a73,-122.33601443,47.70343894,2023/03/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330013001008,1300.1008,1300.1,1,2020_1,2,2022_2,N,2022/05/16 00:00:00+00,Building Final
-122.286516445,47.6283803520001,4160,1032 36th AVE E,7201,6813215,,Permit Issued,Construction Permit,1,0,1,0,50000,DADU,"Accessory Dwelling, Detached","Construct alterations to convert 2nd story of detached garage to a Detached Accessory Dwelling Unit, accessory to single family residence, per plan.",2021/03/05 00:00:00+00,2021/05/06 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.5,Madison Park,East,3,6300.2028,6300.2,530330063002028,ACC,1282110.355,232597.015,127918,DV0064233,6813215-CN,#ff5500,-122.28653105,47.62838617,2022/11/06 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330063004026,6300.4026,6300.4,2,2021_2,,,N,2021/08/05 00:00:00+00,Framing
-122.318385247,47.5258500200001,4165,1044 B S DONOVAN ST,5975,6862332,,Permit Issued,Construction Permit,1,0,1,0,119480,DADU,"Accessory Dwelling, Detached","Construct E middle bldg. per plans (Establish use as and construct 3 single family residence each with a detached accessory dwelling unit, per plans. Reviews and processing for 6 -CN's under 6838576 - per Standard Plan 6848904-SP )",2021/10/07 00:00:00+00,2022/05/17 00:00:00+00,2022,,,128,South Park,Residential Urban Village,South Park,Residential Urban Villages,3.0999999,South Park,Greater Duwamish,1,11200.3007,11200.3,530330112003007,ACC,1273531.8774,195354.5044,758376,DV0001691,6862332-CN,#ff5500,-122.31839983,47.52585583,2023/11/17 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,6838576-CN,530330112003005,11200.3005,11200.3,2,2022_2,,,N,2021/10/06 00:00:00+00,Construction Intake Appointment
-122.304062583,47.723453121,4171,13018 23RD AVE NE,16202,6851671,,Permit Issued,Construction Permit,1,0,1,0,396102,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with attached accessory dwelling unit (AADU) and reclassify existing single family residence as detached accessory dwelling unit (DADU), per plan.",2021/10/07 00:00:00+00,2022/02/24 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.2002,200.2,530330002002002,ACC,1278447.3091,267352.1819,28301,DV0041184,6851671-CN,#ff5500,-122.30407721,47.72345895,2023/08/24 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002022004,202.2004,202.2,1,2022_1,,,N,2022/05/17 00:00:00+00,Foundation
-122.28556037,47.724349584,4173,13046 39TH AVE NE,41089,6757125,,Permit Issued,Construction Permit,1,0,1,0,194492,DADU,"Accessory Dwelling, Detached","Construct addition and substantial alterations to existing garage to create a detached accessory dwelling unit (DADU) to existing single family residence, per plan.",2020/06/17 00:00:00+00,2021/08/03 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,100.1020,100.1,530330001001020,ACC,1283006.618,267592.645,29306,DV1224564,6757125-CN,#ff5500,-122.28557499,47.72435541,2023/02/03 00:00:00+00,SF 9600,SF 9600,SF 9600,SF 9600,SF,,530330001021021,102.1021,102.1,3,2021_3,,,N,2022/06/06 00:00:00+00,Structural
-122.341546398,47.6885706050001,4177,1305 N 82ND ST,6008,6684336,,Permit Issued,Construction Permit,1,0,1,0,565239,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence and new detached accessory dwelling unit with parking below (DADU), per plan.",2018/08/23 00:00:00+00,2022/01/03 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,2700.4007,2700.4,530330027004007,ACC,1268973.774,254809.207,60084,DV1179389,6684336-CN,#ff5500,-122.34156102,47.68857642,2023/07/03 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027004007,2700.4007,2700.4,1,2022_1,,,N,,
-122.310560291,47.693421695,4183,1540 NE 89TH ST,5871,6811932,,Permit Issued,Construction Permit,1,0,1,0,638823,DADU,"Accessory Dwelling, Detached","Establish use as and construct single-family residence w/attached garage, attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU), per plan",2021/01/04 00:00:00+00,2021/05/10 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.1013,2000.1,530330020001013,ACC,1276638.0539,256430.3717,747673,DV0339584,6811932-CN,#ff5500,-122.31057491,47.69342752,2022/11/10 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020001008,2000.1008,2000.1,2,2021_2,,,Y,2022/02/02 00:00:00+00,Structural
-122.358826923,47.6338468110001,4191,1609 1ST AVE W,3634,6866310,,Permit Issued,Construction Permit,1,0,1,0,73878,DADU,"Accessory Dwelling, Detached","Construct WEST dwelling, per plan (Establish use as single family residence with detached accessory dwelling unit and Construct EAST and WEST dwellings with detached garage.  Review and process for two records under 6846466-CN)",2021/11/01 00:00:00+00,2022/03/02 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6800.2018,6800.2,530330068002018,ACC,1264322.8151,234935.6477,758592,DV1155796,6866310-CN,#ff5500,-122.35884154,47.63385263,2023/09/02 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,6846466-CN,530330068002014,6800.2014,6800.2,1,2022_1,,,N,2022/06/15 00:00:00+00,First Ground Disturbance
-122.295141042,47.6156379490001,4193,1609 29TH AVE,6001,6682382,,Permit Issued,Construction Permit,1,0,1,0,580000,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence and a detached accessory dwelling unit (DADU), per plans",2018/11/21 00:00:00+00,2019/10/02 00:00:00+00,2019,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,7700.1026,7700.1,530330077001026,ACC,1279895.789,227990.142,137158,DV0020898,6682382-CN,#ff5500,-122.29515564,47.61564377,2022/10/02 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077001025,7700.1025,7700.1,4,2019_4,,,N,2021/11/30 00:00:00+00,Insulation
-122.310978639,47.6045147830001,4197,1610 E ALDER ST,5498,6804933,,Permit Issued,Construction Permit,1,0,1,0,596358,DADU,"Accessory Dwelling, Detached","Establish use as single family residence and construct one family dwelling with attached accessory dwelling unit and detached accessory dwelling unit, per plans.",2020/12/17 00:00:00+00,2021/06/29 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,8700.3002,8700.3,530330087003002,ACC,1275912.391,224008.143,140440,DV0346260,6804933-CN,#ff5500,-122.31099324,47.6045206,2022/12/29 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330087003002,8700.3002,8700.3,2,2021_2,,,Y,2022/01/14 00:00:00+00,Insulation
-122.365331893,47.6363073790001,4204,1911 6TH AVE W,7190,6836544,,Permit Issued,Construction Permit,1,0,1,0,1104100,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single family residence with detached garage, per plan.",2021/06/18 00:00:00+00,2021/12/29 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.1007,6900.1,530330069001007,ACC,1262737.163,235864.858,119055,DV0090642,6836544-CN,#ff5500,-122.36534651,47.63631319,2023/06/29 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069002002,6900.2002,6900.2,4,2021_4,,,N,2022/06/30 00:00:00+00,Structural
-122.334759725,47.7270158320001,4205,1912 N 135th ST,6818,6874780,,Permit Issued,Construction Permit,1,0,1,0,153282,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing single-family residence, per plan",2021/12/29 00:00:00+00,2022/03/17 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.1000,600.1,530330006001000,ACC,1270918.5663,268797.3855,759247,DV1187573,6874780-CN,#ff5500,-122.33477436,47.72702165,2023/09/17 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330006021000,602.1000,602.1,1,2022_1,,,N,2022/04/22 00:00:00+00,Pre-Construction Conference
-122.308938038,47.585899671,4210,1914 18TH AVE S,6748,6852582,,Permit Issued,Construction Permit,1,0,1,0,270954,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with detached accessory dwelling unit (DADU) (east building), per plan.",2021/08/09 00:00:00+00,2022/04/27 00:00:00+00,2022,,,305,Mt Baker,Hub Urban Village,Mt Baker,Hub Urban Villages,3.5999999,North Beacon Hill/Jefferson Park,Greater Duwamish,2,9400.3008,9400.3,530330094003008,ACC,1276285.5133,217209.5893,150897,DV1095006,6852582-CN,#ff5500,-122.30895263,47.58590549,2023/10/27 00:00:00+00,RSL (M),RSL (M),RSL (M),RSL,SF,6811736-CN,530330094002008,9400.2008,9400.2,2,2022_2,,,N,2022/06/06 00:00:00+00,First Ground Disturbance
-122.30809591,47.7196064030001,4214,1916 NE 125TH ST,6440,6731484,,Permit Issued,Construction Permit,1,0,1,0,55000,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit, per plan.",2019/09/25 00:00:00+00,2021/06/23 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.2008,200.2,530330002002008,ACC,1277427.878,265968.282,28570,DV1210457,6731484-CN,#ff5500,-122.30811054,47.71961223,2022/12/23 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012013,201.2013,201.2,2,2021_2,,,N,,
-122.297693483,47.5582362860001,4219,2707 S FERDINAND ST,4989,6686490,3028973,Permit Issued,Construction Permit,1,0,1,0,468097,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence and a detached accessory dwelling unit (DADU), per plans",2018/09/06 00:00:00+00,2021/04/15 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.5,Beacon Hill,Greater Duwamish,2,10401.1013,10401.1,530330104011013,ACC,1278867.97,207067.78,171407,DV0094709,6686490-CN,#ff5500,-122.29770807,47.5582421,2022/10/15 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330104011012,10401.1012,10401.1,2,2021_2,,,N,2022/05/20 00:00:00+00,Structural
-122.288856735,47.695799434,4230,3539 NE 93RD ST,6120,6846072,,Permit Issued,Construction Permit,1,0,1,0,491886,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with detached accessory dwelling unit (DADU), per plan.",2021/08/02 00:00:00+00,2022/03/21 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4000001,Wedgwood/View Ridge,Northeast,5,2200.2004,2200.2,530330022002004,ACC,1281998.484,257195.695,53303,DV0031097,6846072-CN,#ff5500,-122.28887135,47.69580526,2023/09/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330022002004,2200.2004,2200.2,1,2022_1,,,N,2022/06/21 00:00:00+00,Foundation
-122.31570745,47.7010672430001,4234,1047 NE 100TH ST,5151,6800067,,Permit Issued,Construction Permit,1,0,1,0,524469,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence with an attached accessory dwelling unit and a detached accessory dwelling unit with attached garage, per plans.",2021/03/05 00:00:00+00,2021/07/08 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.2003,2000.2,530330020002003,ACC,1275424.399,259243.066,43059,DV0348460,6800067-CN,#ff5500,-122.31572207,47.70107307,2023/01/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002006,2000.2006,2000.2,3,2021_3,,,Y,2022/02/18 00:00:00+00,Insulation
-122.31570487,47.692927351,4237,1047 NE 89TH ST,6509,6816301,,Permit Issued,Construction Permit,1,0,1,0,598414,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single family residence with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU), per plan.",2021/01/13 00:00:00+00,2021/08/04 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.3012,2000.3,530330020003012,ACC,1275367.8446,256274.4461,51438,DV1130759,6816301-CN,#ff5500,-122.31571949,47.69293317,2023/02/04 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020003012,2000.3012,2000.3,3,2021_3,,,N,2022/06/06 00:00:00+00,Structural
-122.357082364,47.705402683,4241,10507 PALATINE AVE N,7523,6815487,,Permit Issued,Construction Permit,1,0,1,0,56774,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plans.  Project includes removal of existing detached garage.",2021/07/26 00:00:00+00,2021/10/12 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.2013,1400.2,530330014002013,ACC,1265269.632,261023.151,35158,DV0014525,6815487-CN,#ff5500,-122.357097,47.7054085,2023/04/12 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014002020,1400.2020,1400.2,4,2021_4,,,N,2021/05/25 00:00:00+00,Construction Intake Appointment
-122.354403469,47.705588253,4242,10515 PHINNEY AVE N,8076,6788721,,Permit Issued,Construction Permit,1,0,1,0,152880,DADU,"Accessory Dwelling, Detached","Construct detached accessory unit accessory to single family residence, per plans.",2020/08/05 00:00:00+00,2021/03/22 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.2015,1400.2,530330014002015,ACC,1265930.428,261077.78,35676,DV1095043,6788721-CN,#ff5500,-122.3544181,47.70559407,2022/09/22 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014002019,1400.2019,1400.2,1,2021_1,,,N,2022/02/16 00:00:00+00,Structural
-122.283738141,47.705845336,4247,10541 41ST PL NE,8146,6869693,,Permit Issued,Construction Permit,1,0,1,0,0,DADU,"Accessory Dwelling, Detached",Establish existing East single-family residence as detached accessory dwelling unit [DADU]. [Establish use as single-family dwelling with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU] and Construct two-family dwelling,2021/11/18 00:00:00+00,2022/03/02 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.2014,800.2,530330008002014,ACC,1283327.832,260835.654,38513,DV1143745,6869693-CN,#ff5500,-122.28375276,47.70585116,2023/09/02 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,6864306-CN,530330008002012,800.2012,800.2,1,2022_1,,,N,2021/11/18 00:00:00+00,Construction Intake Appointment
-122.28708799,47.7068405190001,4259,10709 39TH AVE NE,8882,6778609,,Permit Issued,Construction Permit,1,0,1,0,200000,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing single family residence, per plan.",2021/04/27 00:00:00+00,2022/01/03 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.2016,800.2,530330008002016,ACC,1282510.056,261214.16,38463,DV1093178,6778609-CN,#ff5500,-122.28710261,47.70684634,2023/07/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008002014,800.2014,800.2,1,2022_1,,,N,2022/06/06 00:00:00+00,Insulation
-122.347039113,47.7069451580001,4260,10714 LINDEN AVE N,7442,6763735,,Permit Issued,Construction Permit,1,0,1,0,131420,DADU,"Accessory Dwelling, Detached","Construct substantial alterations to existing single family residence and construct substantial alterations to convert existing detached garage into a detached accessory dwelling unit (DADU), per plan.",2020/01/28 00:00:00+00,2020/08/05 00:00:00+00,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2013,402.2,530330004022013,ACC,1267753.027,261536.888,35553,DV0064380,6763735-CN,#ff5500,-122.34705374,47.70695098,2023/08/05 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330004022019,402.2019,402.2,3,2020_3,,,Y,2020/01/28 00:00:00+00,Construction Intake Appointment
-122.358422537,47.7075915450001,4261,10719 1ST AVE NW,7938,6749606,,Permit Issued,Construction Permit,1,0,1,0,153363,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit and occupy, per plan.",2020/04/13 00:00:00+00,2021/05/15 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.2006,1400.2,530330014002006,ACC,1264955.5463,261827.9534,35027,DV0083502,6749606-CN,#ff5500,-122.35843717,47.70759736,2022/11/15 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014002007,1400.2007,1400.2,2,2021_2,,,N,2022/06/23 00:00:00+00,Insulation
-122.252162826,47.5045076850001,4263,10736 RENTON AVE S,7200,6792010,,Permit Issued,Construction Permit,1,0,1,0,518148,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single family residence and detached garage with a detached accessory dwelling unit (DADU) above, per plan.",2021/03/11 00:00:00+00,2022/01/17 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.0999999,Rainier Beach,Southeast,2,11900.2017,11900.2,530330119002017,ACC,1289746.83,187262.22,211549,DV0047374,6792010-CN,#ff5500,-122.25217739,47.5045135,2023/07/17 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330119023018,11902.3018,11902.3,1,2022_1,,,N,2022/03/31 00:00:00+00,Foundation
-122.313484444,47.7082242820001,4264,10750 14TH AVE NE,8204,6830066,,Permit Issued,Construction Permit,1,0,1,0,103632,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6800134-SP",2021/03/24 00:00:00+00,2021/09/07 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,1200.1008,1200.1,530330012001008,ACC,1276021.892,261842.695,36898,DV1167847,6830066-CN,#ff5500,-122.31349907,47.7082301,2023/03/07 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330012021007,1202.1007,1202.1,3,2021_3,,,N,,
-122.349907981,47.708993966,4273,11008 FREMONT AVE N,8557,6807700,,Permit Issued,Construction Permit,1,0,1,0,70000,DADU,"Accessory Dwelling, Detached","Construct 2nd story addition and substantial alterations to existing detached garage to create a detached accessory dwelling unit (DADU) to existing single family residence, per plan.",2021/03/24 00:00:00+00,2021/06/02 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2011,402.2,530330004022011,ACC,1267061.55,262297.985,35371,DV0007584,6807700-CN,#ff5500,-122.34992261,47.70899979,2022/12/02 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330004022015,402.2015,402.2,2,2021_2,,,N,2021/12/20 00:00:00+00,Insulation
-122.353074321,47.7090397790001,4274,11009 DAYTON AVE N,8072,6875390,,Permit Issued,Construction Permit,1,0,1,0,169318,DADU,"Accessory Dwelling, Detached","Construct one family dwelling, (DADU), per plan.  (Add attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU) to existing single-family residence, & construct alterations to convert SFR to 2-family dwelling unit and construct si",2021/12/30 00:00:00+00,2022/06/02 00:00:00+00,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1009,1400.1,530330014001009,ACC,1266282.4817,262330.0704,759732,DV1195393,6875390-CN,#ff5500,-122.35308895,47.7090456,2023/12/02 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,6862806-CN,530330014001008,1400.1008,1400.1,2,2022_2,,,N,2022/06/21 00:00:00+00,Setback/Location
-122.297624302,47.709579343,4278,11038 28TH AVE NE,12964,6749643,,Permit Finaled,Construction Permit,1,0,1,0,130724,DADU,"Accessory Dwelling, Detached","Construct alterations and additions to single-family residence and substantial alterations to add detached accessory dwelling unit [DADU] above accessory garage, per plan.",2020/03/03 00:00:00+00,2020/05/14 00:00:00+00,2020,2021/04/15 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,1000.1010,1000.1,530330010001010,ACC,1279935.392,262262.19,37803,DV0022331,6749643-CN,#001a73,-122.29763893,47.70958517,2023/05/14 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330010001008,1000.1008,1000.1,2,2020_2,2,2021_2,N,2021/04/15 00:00:00+00,Building Final
-122.314630401,47.7100444440001,4279,11054 12TH AVE NE,8536,6824689,,Permit Issued,Construction Permit,1,0,1,0,154757,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6794017-SP",2021/02/22 00:00:00+00,2021/09/25 00:00:00+00,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,1200.1006,1200.1,530330012001006,ACC,1275752.5855,262511.9345,760361,DV1191586,6824689-CN,#ff5500,-122.31464503,47.71005027,2023/03/25 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330012021005,1202.1005,1202.1,3,2021_3,,,Y,2022/04/12 00:00:00+00,Framing
